name,city,district,subdistrict,address,lat,lon,phone,Sunday,Monday,Tuesday,Wednesady,Thursday,Friday,Saturday,notes,owner
,קליה,ירושלים,ירושלים,ד.נ חבל יריחו,31.749896,35.466131,02-9936255,סגור,סגור,14:30-15:30,סגור,סגור,9:00-10:00,סגור,,קופת חולים כללית
,קלנסואה,מרכז,השרון,קלנסואה,32.285344,34.985738,09-8780387,8:00-20:00,8:00-16:00,8:00-20:00,8:00-16:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
,קלנסואה,מרכז,השרון,קלנסואה,32.285344,34.985738,09-8780271,8:00-16:00,8:00-20:00,8:00-16:00,8:00-20:00,8:00-16:00,8:00-12:00,סגור,,משרד הבריאות
,קציר,חיפה,חדרה,ד.נ מנשה,32.487656,35.104082,04-62535995,10:00-11:30 ; 15:30-17:00,10:00-11:30 ; 15:30-17:00,סגור,8:30-10:00,10:00-11:30,סגור,סגור,,קופת חולים כללית
,קצרין,צפון,צפת,המשושים 26,32.9928237,35.686225,04-6962819,סגור,8:00-15:00,סגור,8:00-15:00,סגור,סגור,סגור,,משרד הבריאות
,קצרין,צפון,צפת,מרכז מסחרי איתן,32.990998,35.689865,,סגור,סגור,סגור,סגור,7:30-13:30,סגור,סגור,,קופת חולים לאומית
,קצרין,צפון,צפת,מרכז קצרין ת.ד 55,32.990998,35.689865,"04-6961510 ,04-6851300",8:00-13:00,8:00-13:00,סגור,8:00-13:00,16:00-19:00,סגור,סגור,,קופת חולים כללית
קרית אונו,קרית אונו,תל אביב,תל אביב,ירושלים 39 קניון ק. אונו,32.054863,34.858858,03-5304111,8:00-18:00,8:00-15:00,8:00-18:00,8:00-15:00,8:00-15:00,סגור,סגור,,מכבי שרותי בריאות
,קרית מלאכי,דרום,באר שבע,מנחם בגין 1,31.7311736,34.7529155,08-8501460,8:00-13:00,8:00-13:00,13:00-17:00,14:00-16:00,14:00-16:00,סגור,סגור,,מכבי שרותי בריאות
,קרית  מלאכי,דרום,באר שבע,"בית גיל,רחוב ז'בוטינסקי 22",31.7304282,34.7466873,,8:00-14:30,8:00-14:30,8:00-19:00,8:00- 14:30,8;00-13:00,8:00-12:30,סגור,,קופת חולים לאומית
קרית אונו ב',קרית אונו,תל אביב,תל אביב,הכלנית  4,32.0563528,34.8636285,03-5344995,8:00-13:0016:00-19:00,8:00-13:00,8:00-13:3016:00-19:00,8:00-13:0016:00-19:00,8-13:00,8:00-12:00,סגור,,קופת חולים כללית
,קרית ארבע,ירושלים,ירושלים,בנין המרכז הרפואי,31.529326,35.115625,02-9961755,8:00-15:00,8:00-15:00,8:00-13:00,8:00-19:30,8:00-15:00,סגור,סגור,"הישוב היהודי בחברון, נגוהות, מעלה חבר, בית חגי, תלם, אדורה. כרמל, מעון, אביגיל, עשהאל, סוסיא, עותניאל, טנא-עומרים",משרד הבריאות
,קרית אתא,חיפה,חיפה,רח' פינסקר 11,32.8079169,35.1069703,077-7292567,סגור,סגור,סגור,סגור,סגור,סגור,סגור,התחנה בשיפוצים,משרד הבריאות
,קרית אתא,חיפה,חיפה,רח' הרצוג 7,32.809144,35.119773,04-8444647,8:00-15:00,8:00-15:00,8:00-15:00,8:00-15:00,8:00-15:00,סגור,סגור,,משרד הבריאות
,קרית אתא,חיפה,חיפה,רח' קיבוץ גלויות,32.802956,35.093039,04-8448396,8:00-14:30,8:00-14:30,8:00-14:30,8:00-15:00,8:00-15:00,סגור,סגור,,משרד הבריאות
,קרית ביאליק,חיפה,חיפה,רח' בורלא 7,32.832154,35.088407,04-8764367,8:00-15:00,8:00-15:00,8:00-15:00,8:00-13:00,8:00-14:00,סגור,סגור,,משרד הבריאות
,קרית ביאליק,חיפה,חיפה,השקדים 5,32.8349445,35.089647,04-8761327,8:00-15:00,8:00-15:00,8:00-15:00,8:00-14:00,8:00-20:00,סגור,סגור,,משרד הבריאות
,קרית ביאליק,חיפה,חיפה,"רח' קק""ל 75",32.832154,35.088407,04-8724447,8:00-15:00,8:00-15:00,8:00-15:00,8:00-20:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,קרית גת,דרום,באר שבע,מלכי ישראל 178,31.6035962,34.7590258,,8:00-13:0016:00-19:00,8:00-13:00,8:00-13:00,8:00-13:00,8:00-13:00,סגור,סגור,,קופת חולים לאומית
,קרית גת,דרום,באר שבע,גאון הירדן 41,31.6103922,34.7547519,08-6815314,11:00-18:00,8:00-15:30,8:00-15:30,סגור,סגור,8:00-10:30,סגור,,קופת חולים מאוחדת
,קרית גת,דרום,באר שבע,העצמאות 64 ק.גת,31.611148,34.768459,08-6602611,8:30-19:00,8:30-15:00,8:00-16:30,8:30-14:30,8:30-13:30,סגור,סגור,,מכבי שרותי בריאות
,קרית גת,דרום,באר שבע,ענתות,31.612903,34.755315,08-6817411,15:00-19:00,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,קרית גת,דרום,באר שבע,שד' העצמאות,31.611148,34.768459,08-6670333,8-13/16-19,8:00-16:00,8:00-19:00,8:00-13:00,8:00-13:0016:00-19:00,סגור,סגור,,קופת חולים כללית
,קרית חיים,חיפה,חיפה,רח' השיירה 46,32.825595,35.067606,04-8417830,8:00-15:00,8:00-15:00,8:00-15:00,8:00-16:00,8:00-20:00,סגור,סגור,,משרד הבריאות
,קרית חיים,חיפה,חיפה,שדר'  דגניה 30,32.825595,35.067606,077-7041319,8:00-15:00,8:00-15:00,8:00-15:00,8:00-15:00,8:00-15:00,סגור,סגור,,משרד הבריאות
,קרית טבעון,חיפה,חיפה,רח' החורש 1,32.7217687,35.1303008,04-9832976,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,סגור,סגור,בוסמת טבעון,משרד הבריאות
,קרית טבעון,חיפה,חיפה,מרכז זייד ליד קולנוע זהר,32.716221,35.127483,077-2030426,8:00-14:00,8:00-14:00,8:00-14:00,8:00-15:00,8:00-15:00,סגור,סגור,,משרד הבריאות
,קרית ים,חיפה,חיפה,רח' אלון 3,32.842214,35.065251,077-9616784,8:00-20:00,8:00-15:00,8:00-15:00,8:00-15:00,8:00-15:00,סגור,סגור,,משרד הבריאות
,קרית יערים,ירושלים,ירושלים,הריף 7,31.8021584,35.0973123,02-5341815,8:00-14:00,8:00-14:00,8:00-14:00,8:00-15:30,8:00-15:30,סגור,סגור,"שורש, נטף, בית נקופה, שואבה, קרית ענבים, מבשרת ציון, הר אדר, נווה אילן, בית מאיר, יד שמונה, בית זית, מעלה החמישה, בית הילדים אבו גוש, מוצא עילית, עין רפא, ירושלים",משרד הבריאות
,קרית מוצקין,חיפה,חיפה,רח' חשמונאים 40,32.838202,35.079523,077-9525795,8:00-15:00,8:00-15:00,8:00-15:00,8:00-18:00,8:00-14:00,8:00-12:30,סגור,,משרד הבריאות
,קרית מוצקין,חיפה,חיפה,רח' קדיש לוז 55,32.8460551,35.0898912,077-2259145,8:00-15:00,8:00-15:00,8:00-15:00,8:00-14:00,8:00-14:00,סגור,סגור,,משרד הבריאות
,קרית מלאכי,אשקלון,אשקלון,המ.ג,31.729764,34.740722,"08-8601250 ,08-8589200",8:00-13:30  14:00-17:30,8:00-17:00,8:00-14:00,8:00-14:00,8:00-13:30,סגור,סגור,,קופת חולים כללית
,קרית ספר,ירושלים,ירושלים,"קרית ספר, רח רשב""י 1",31.933159,35.043286,,8:00-15:30,8:00-15:00,8:00-15:00  8:00-16:00,8:30-15:00,8:00-12:3013:00-14:30,8:30-12:30,סגור,,קופת חולים לאומית
,קרית ספר,ירושלים,ירושלים,"קרית ספר, רח שדה חמד",31.933159,35.043286,,8:00-13:00,8:00-17:45,9:15-15:30,10:30-15:00,8:00-13:00,סגור,סגור,,קופת חולים לאומית
,קרית עקרון,מרכז,רחובות,"חללי צה""ל   4",31.857544,34.822257,"08-9415004 ,08-9375207",13:00-19:00,7:30-13:30,7:30-13:30,7:30-13:3016:00-19:00,7:30-13:30,סגור,סגור,,קופת חולים כללית
,קרית עקרון,מרכז,רחובות,אלי כהן 9 קרית עקרון,31.857544,34.822257,08-9372104,13:00-19:00,8:00-15:00,8:00-15:00,8:00-13:30,8:00-15:00,8:00-12:30,סגור,,קופת חולים מאוחדת
,קרית שמואל,חיפה,חיפה,שדר'ות וורבורג 114,31.76939,35.211325,04-8759759,8:00-14:00,8:00-14:00,8:00-14:00,8:00-15:00,8:00-15:00,סגור,סגור,,משרד הבריאות
,קרית שמונה,צפון,צפת,רח' שפרינצק,33.207933,35.570246,04-6941653,8:00-13:00,סגור,8:00-18:00,סגור,סגור,8:00-13:00,סגור,,משרד הבריאות
,קרית שמונה,צפון,צפת,הלבנון 4,33.2213713,35.572138,04-6940481,סגור,8:00-16:00,8:00-16:00,10:00-18:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
,קרית שמונה,צפון,צפת,"מרכז בריאות ע""ש קנ""ב",33.207933,35.570246,04-6902333,8:00-15:00,8:00-20:00,8:00-15:00,8:00-15:00,8:00-15:00,8:00-13:00,סגור,,משרד הבריאות
,קרית שמונה,צפון,צפת,שכונת הורדים,33.216001,35.580842,04-6959194,8:00-20:00,8:00-15:00,8:00-15:00,8:00-15:00,סגור,8:00-13:00,סגור,,משרד הבריאות
,קרני שומרון,מרכז,פתח תקווה,קיבוץ גלויות  16,32.1703553,35.0968883,"09-7929116 ,09-7929116",סגור,14:30-18:00,8:00-12:00,10:00-12:00,8:00-12:00,סגור,סגור,,קופת חולים כללית
,קשת,צפון,כנרת,ד.נ. רמת הגולן,32.980388,35.808484,"04-6960518 ,04-6960518",9:00-15:00,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
,ראמה,צפון,עכו,ראמה,32.932185,35.369042,04-9586512,8:00-16:00,8:00-18:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
,ראש הנקרה,צפון,עכו,ד.נ גליל מערבי,33.08609,35.113455,"04-9857484 ,04-9857484",סגור,סגור,סגור,7:30-12:30,סגור,סגור,סגור,,קופת חולים כללית
,ראש העין,מרכז,פתח תקווה,שבזי 18,32.0973507,34.9428822,03-9380807,8:00-20:00,8:00-20:00,8:00-20:00,7:30-20:00,7:30-15:30,8:00-13:00,סגור,,משרד הבריאות
ראש העין ד',ראש העין,מרכז,פתח תקווה,ה' באייר 22,32.0947737,34.9727381,03-9021186,סגור,סגור,סגור,סגור,סגור,סגור,סגור,"תחנת רה""ע ד' תהיה סגורה עד ה-9.9.13 והשרות יינתן בטיפת חלב ברה""ע א' (רחוב שבזי 18)",משרד הבריאות
,ראש פינה,צפון,צפת,ראש פינה,32.968266,35.551335,04-6934332,8:00-14:00,סגור,8:00-14:00,8:00-14:00,8:00-17:00,8:00-13:00,סגור,,משרד הבריאות
,ראשון לציון,מרכז,רחובות,גורדון 24,31.9666048,34.7953971,03-9652211,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-18:00,7:30-13:00,סגור,,משרד הבריאות
,ראשון לציון,מרכז,רחובות,רופין 5,31.957933,34.8028255,03-9657722,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,7:30-13:00,סגור,,משרד הבריאות
,ראשון לציון,מרכז,רחובות,התזמורת 30,31.9665466,34.775504,03-9412574,8:00-20:00,8:00-20:00,8:00-17:00,8:00-20:00,8:00-17:00,7:30-13:00,סגור,,משרד הבריאות
,ראשון לציון,מרכז,רחובות,בן סרוק 3,31.9758298,34.7735783,03-9410904,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,7:30-13:00,סגור,,משרד הבריאות
,ראשון לציון,מרכז,רחובות,חיל הים 10,31.9960708,34.7382582,03-9621636,סגור,7:30-17:00,7:30-17:00,סגור,08:00-20:00,7:30-13:00,סגור,,משרד הבריאות
,ראשון לציון,מרכז,רחובות,יואל סגל 6,31.9706913,34.8135998,03-9468648,8:00-20:00,8:00-20:00,8:00-18:00,8:00-20:00,8:00-18:00,7:30-13:00,סגור,,משרד הבריאות
,ראשון לציון,מרכז,רחובות,שדה נחום 16,31.963936,34.7795103,03-9622236,7:30-17:00,8:00-20:00,7:30-17:00,7:30-17:00,8:00-20:00,7:30-13:00,סגור,,משרד הבריאות
,ראשון לציון,מרכז,רחובות,הרב טולדנו 4,31.9714017,34.803407,03-9650123,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,7:30-13:00,סגור,,משרד הבריאות
,ראשון לציון,מרכז,רחובות,הנחשול 26,31.9871088,34.7841643,03-9614480,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-17:00,7:30-13:00,סגור,,משרד הבריאות
,ראשון לציון,מרכז,רחובות,שיבת ציון 4,31.9620197,34.8116629,03-9659665,8:00-20:00,8:00-20:00,8:00-20:00,8:00-17:30,8:00-20:00,7:30-13:00,סגור,,משרד הבריאות
,ראשון לציון,מרכז,רחובות,עזרא 39,31.9519317,34.8226688,03-9455566,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,7:30-13:00,סגור,,משרד הבריאות
,רביבים,דרום,באר שבע,ד.נ חלוצה,31.045195,34.721086,08-6562520,סגור,8:00-10:00,סגור,8:00-10:00,סגור,סגור,סגור,,קופת חולים כללית
,רגבה,צפון,עכו,ד.נ אושרת,32.977493,35.099129,"04-9529012 ,04-9529012",סגור,סגור,15:00-19:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
,רהט,דרום,באר שבע,שכונה 7,31.39479,34.763631,08-9918333,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,רהט,דרום,באר שבע,שכונה 17,31.390336,34.739518,08-9918334,8:00-20:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,רהט,דרום,באר שבע,שכונה 24,31.393238,34.760387,08-9910246,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,רהט,דרום,באר שבע,שכונה 8,31.393018,34.766697,08-9910613,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-20:00,סגור,סגור,,משרד הבריאות
,רהט,דרום,באר שבע,שכונה 11,31.393238,34.760387,08-6217963,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
,רוחמה,אשקלון,אשקלון,ד.נ חוף אשקלון,31.497378,34.705165,08-6807100,סגור,9:00-12:00,סגור,9:00-12:00,סגור,סגור,סגור,,קופת חולים כללית
,רומאנה,צפון,יזרעאל,רומאנה,32.786682,35.309063,04-6517587,סגור,סגור,סגור,סגור,סגור,סגור,סגור,מתקבלים בתחנה בעוזיר,משרד הבריאות
,רחובות,מרכז,רחובות,אהרוני 21,31.9007001,34.8139442,08-9466544,8:00-20:00,8:00-20:00,8:00-20:00,8:00-18:00,8:00-20:00,7:30-13:00,סגור,,משרד הבריאות
,רחובות,מרכז,רחובות,טרומפלדור 6,31.8798796,34.8194136,08-9410952,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-18:00,7:30-13:00,סגור,,משרד הבריאות
,רחובות,מרכז,רחובות,בתיה מקוב 16,31.8911154,34.8106092,08-9451804,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,7:30-13:00,סגור,,משרד הבריאות
,רחובות,מרכז,רחובות,פרשני 8,31.8878965,34.8246461,08-9459553,8:00-20:00,8:00-20:00,8:00-18:00,8:00-20:00,8:00-20:00,7:00-13:00,סגור,,משרד הבריאות
,רחובות,מרכז,רחובות,סטולבוב 8,31.888304,34.789089,08-9465910,8:00-20:00,8:00-18:00,8:00-18:00,8:00-20:00,8:00-20:00,7:30-13:00,סגור,,משרד הבריאות
,רחובות,מרכז,רחובות,שבזי 14,31.8893737,34.815909,08-9458572,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-18:00,7:30-13:00,סגור,,משרד הבריאות
,ריינה,צפון,נצרת,ריינה,32.722501,35.31532,04-6577003,8:00-14:00,8:00-14:00,8:00-19:00,8:00-14:00,8:00-14:00,8:00-13:00,סגור,,משרד הבריאות
,ריינה,צפון,נצרת,ריינה,32.722501,35.31532,04-6470645,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,סגור,סגור,,משרד הבריאות
,ריינה,צפון,נצרת,ריינה,32.722501,35.31532,04-6469005,8:00-15:30,סגור,8:00-15:30,8:00-15:30,8:00-15:30,8:00-13:00,סגור,,משרד הבריאות
,רכסים,חיפה,חיפה,דרך הרב 1 רכסים,32.749265,35.099581,,8:00-16:00,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
רכסים,רכסים,חיפה,חיפה,הרקפות 7,32.7527317,35.100913,04-9847995,8:00-12:0016:00-18:00,8:00-12:0016:00-19:00,8:00-12:0016:00-18:30,8:00-11:0016:00-18:00,8:00-12:0016:00-18:30,סגור,סגור,,מכבי שרותי בריאות
,רכסים,חיפה,חיפה,כפר חסידים,32.749265,35.099581,"04-9846511 ,04-8807525",7:00-14:00,8:00-15:00,7:00-14:00,8:00-14:00,8:00-15:00,סגור,סגור,,קופת חולים כללית
,רמות,צפון,כנרת,רמות,32.8511208,35.66825,04-6731332,8:00-10:00,סגור,סגור,סגור,10:00-12:00,סגור,סגור,,קופת חולים כללית
,רמות מנשה,צפון,יזרעאל,ד.נ מגידו,32.597042,35.057177,04-9895777,סגור,סגור,סגור,77:30-12:00,17:00-19:00,סגור,סגור,,קופת חולים כללית
,רמלה,מרכז,רמלה,אהרון בוגנים 11,31.9336914,34.8523452,08-9292229,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,מצליח ישרש סתריה רמות מאיר גני הדר נען משמר דוד יציץ חולדה,משרד הבריאות
,רמלה,מרכז,רמלה,חיים לנדאו 4,31.9391474,34.8754757,08-9219078,8:00-16:00,8:00-16:00,8:00-20:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,עזריה בית חשמונאי משמר אילון כפר שמואל בית עוזיאל שעלבים קיבוץ גזר כרמי יוסף יד רמבם פתחיה פדיה אחיסמך,משרד הבריאות
,רמלה,מרכז,רמלה,אחד במאי 10,31.9335473,34.8715413,08-9229585,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,,משרד הבריאות
,רמלה,מרכז,רמלה,הורדים 17,31.931566,34.872938,08-9248172,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
,רמלה,מרכז,רמלה,כפר גואריש,31.931566,34.872938,08-9221134,שירות ינתן בתחנת רמת דן,שירות ינתן בתחנת רמת דן,שירות ינתן בתחנת רמת דן,שירות ינתן בתחנת רמת דן,שירות ינתן בתחנת רמת דן,שירות ינתן בתחנת רמת דן,סגור,,משרד הבריאות
